"","x","y","z"
"10115",-7324.48651165515,4864813.99004024,"3"
"10116",-7324.48651165515,4864813.99004024,"3"
"10117",-7323.89180000126,4864818.0592,"3"
"10118",-7318.16039999947,4864814.8796,"3"
"10119",-7316.68070000038,4864814.0587,"3"
"10120",-7321.02769311145,4864812.07116285,"3"
"10121",-7321.02769311145,4864812.07116285,"3"
"10122",-7318.16039999947,4864814.8796,"3"
"10123",-7329.37680000067,4864825.2102,"3"
"10124",-7336.29899999872,4864829.0504,"3"
"10125",-7315.63769999892,4864817.5876,"3"
"10126",-7315.63769999892,4864817.5876,"3"
"10127",-7311.91939999908,4864808.9638,"3"
"10128",-7312.66220000014,4864807.6249,"3"
"10129",-7316.96389999986,4864795.2365,"3"
"10130",-7317.5260999985,4864794.5593,"3"
"10131",-7309.51749999821,4864813.2935,"3"
"10132",-7313.73111977801,4864792.06341087,"3"
"10133",-7316.96389999986,4864795.2365,"3"
"10134",-7313.73111977801,4864792.06341087,"3"
"10135",-7316.96389999986,4864795.2365,"3"
"10136",-7526.39145561308,4864919.34785118,"1"
"10137",-7526.39145561308,4864919.34785118,"1"
"10138",-7536.49289999902,4864918.0596,"1"
"10139",-7313.73111977801,4864792.06341087,"3"
"10140",-7527.40260000154,4864929.2383,"1"
"10141",-7516.41362123564,4864937.65039004,"1"
"10142",-7516.41362123564,4864937.65039004,"1"
"10143",-7524.51429999992,4864934.1946,"1"
"10144",-7516.41362123564,4864937.65039004,"1"
"10145",-7523.49450000003,4864951.8854,"1"
"10146",-7519.00869999826,4864949.4529,"1"
"10147",-7510.21120582148,4864949.28709576,"1"
"10148",-7510.21120582148,4864949.28709576,"1"
"10149",-7510.21120582148,4864949.28709576,"1"
"10150",-7528.60806863382,4864959.50525118,"1"
"10151",-7528.60806863382,4864959.50525118,"1"
"10152",-7528.60806863382,4864959.50525118,"1"
"10153",-7533.8376000002,4864939.373,"1"
"10154",-7535.20951540396,4864948.0904118,"1"
"10155",-7541.1688000001,4864920.7268,"1"
"10156",-7535.20951540396,4864948.0904118,"1"
"10157",-7536.56579999998,4864934.328,"1"
"10158",-7535.20951540396,4864948.0904118,"1"
"10159",-7545.47483279929,4864929.94781358,"1"
"10160",-7559.78200000152,4864871.3735,"1"
"10161",-7545.47483279929,4864929.94781358,"1"
"10162",-7555.06859999895,4864885.2133,"1"
"10163",-7562.19200000167,4864866.7746,"1"
"10164",-7560.37760811299,4864859.33689837,"1"
"10165",-7560.37760811299,4864859.33689837,"1"
"10166",-7560.37760811299,4864859.33689837,"1"
"10167",-7560.37760811299,4864859.33689837,"1"
"10168",-7578.46197155118,4864869.38157973,"1"
"10169",-7571.09319999814,4864871.7187,"1"
"10170",-7571.09319999814,4864871.7187,"1"
"10171",-7578.46197155118,4864869.38157973,"1"
"10172",-7568.86100000143,4864876.4162,"1"
"10173",-7559.44269999862,4864887.6203,"1"
"10174",-7572.05327373743,4864882.36711806,"1"
"10175",-7572.05327373743,4864882.36711806,"1"
"10176",-7568.0535277985,4864892.1546641,"1"
"10177",-7549.37943457067,4864878.41371389,"1"
"10178",-7568.0535277985,4864892.1546641,"1"
"10179",-7568.0535277985,4864892.1546641,"1"
"10180",-7390.73470000178,4864835.035,"2"
"10181",-7549.37943457067,4864878.41371389,"1"
"10182",-7390.62060000002,4864836.0558,"2"
"10183",-7549.37943457067,4864878.41371389,"1"
"10184",-7537.24100000039,4864895.7321,"1"
"10185",-7391.93019238487,4864841.24064191,"2"
"10186",-7390.18470000103,4864838.9191,"2"
"10187",-7381.68690000102,4864845.7553,"2"
"10188",-7381.68690000102,4864845.7553,"2"
"10189",-7381.68690000102,4864845.7553,"2"
"10190",-7380.86679999903,4864847.2336,"2"
"10191",-7386.64025873691,4864845.96545202,"2"
"10192",-7386.64025873691,4864845.96545202,"2"
"10193",-7380.86679999903,4864847.2336,"2"
"10194",-7377.77879999951,4864852.8002,"2"
"10195",-7382.91610280052,4864854.20854577,"2"
"10196",-7377.06170000136,4864851.7207,"2"
"10197",-7382.91610280052,4864854.20854577,"2"
"10198",-7372.80290000141,4864849.3028,"2"
"10199",-7363.28229999915,4864844.0207,"2"
"10200",-7377.29603530094,4864860.05581097,"2"
"10201",-7377.29603530094,4864860.05581097,"2"
"10202",-7372.80290000141,4864849.3028,"2"
"10203",-7363.28229999915,4864844.0207,"2"
"10204",-7330.66829999909,4864825.9266,"2"
"10205",-7349.54600000009,4864836.3999,"2"
"10206",-7337.52419999987,4864829.7302,"2"
"10207",-7327.92909999937,4864824.407,"2"
"10208",-7323.88329999894,4864822.1624,"2"
"10209",-7321.03830000013,4864820.5838,"2"
"10210",-7323.88329999894,4864822.1624,"2"
"10211",-7321.03830000013,4864820.5838,"2"
"10212",-7314.1325000003,4864816.7526,"2"
"10213",-7308.86950000003,4864814.4615,"2"
"10214",-7310.02950000018,4864815.1412,"2"
"10215",-7316.90680000186,4864818.2918,"2"
"10216",-7308.77911196649,4864804.13482702,"2"
"10217",-7312.66220000014,4864807.6249,"2"
"10218",-7308.77911196649,4864804.13482702,"2"
"10219",-7315.74340000004,4864802.0715,"2"
"10220",-7311.91939999908,4864808.9638,"2"
"10221",-7310.70086009055,4864800.67067712,"2"
"10222",-7312.9813000001,4864798.7477,"2"
"10223",-7312.9813000001,4864798.7477,"2"
"10224",-7310.70086009055,4864800.67067712,"2"
"10225",-7311.21636102721,4864796.46095785,"2"
"10226",-7311.21636102721,4864796.46095785,"2"
"10227",-7313.06552071497,4864792.17003796,"2"
"10228",-7313.06552071497,4864792.17003796,"2"
"10229",-7313.06552071497,4864792.17003796,"2"
"10230",-7316.96389999986,4864795.2365,"2"
"10231",-7316.86719999835,4864813.7149,"2"
"10232",-7318.34109999985,4864814.5325,"2"
"10233",-7317.5260999985,4864794.5593,"2"
"10234",-7324.08069999889,4864817.717,"2"
"10235",-7324.08069999889,4864817.717,"2"
"10236",-7324.58288613334,4864813.81984702,"2"
"10237",-7325.23409999907,4864818.3568,"2"
"10238",-7324.58288613334,4864813.81984702,"2"
"10239",-7325.23409999907,4864818.3568,"2"
"10240",-7330.78689999878,4864821.4373,"2"
"10241",-7332.10880000144,4864822.171,"2"
"10242",-7334.79735061154,4864819.48666639,"2"
"10243",-7345.42330000177,4864829.5577,"2"
"10244",-7334.79735061154,4864819.48666639,"2"
"10245",-7338.85799999908,4864825.9152,"2"
"10246",-7337.71609999985,4864825.2817,"2"
"10247",-7359.33109999821,4864837.2735,"2"
"10248",-7360.497299999,4864837.9205,"2"
"10249",-7353.72340000048,4864834.1625,"2"
"10250",-7352.52030000091,4864833.4948,"2"
"10251",-7363.28974769637,4864835.2941315,"2"
"10252",-7366.7514369674,4864837.2146493,"2"
"10253",-7360.497299999,4864837.9205,"2"
"10254",-7366.24240000173,4864841.108,"2"
"10255",-7363.28974769637,4864835.2941315,"2"
"10256",-7377.0782699883,4864842.961439,"2"
"10257",-7373.05279999971,4864844.8865,"2"
"10258",-7366.7514369674,4864837.2146493,"2"
"10259",-7374.34750000015,4864845.6047,"2"
"10260",-7367.45879999921,4864841.7828,"2"
"10261",-7377.0782699883,4864842.961439,"2"
"10262",-7637.25699999928,4864949.8143,"0"
"10263",-7636.20569999889,4864967.3302,"0"
"10264",-7633.72949999943,4864965.3173,"0"
"10265",-7622.05460000038,4864976.2942,"0"
"10266",-7628.13450000063,4864977.0212,"0"
"10267",-7616.55600000173,4864975.8786,"0"
"10268",-7618.58689999953,4864975.2962,"0"
"10269",-7607.24760000035,4864978.5467,"0"
"10270",-7587.04140000045,4864986.0578,"0"
"10271",-7605.41930000111,4864979.0708,"0"
"10272",-7589.00149999931,4864985.4959,"0"
"10273",-7592.73330000043,4864982.7069,"0"
"10274",-7615.52769999951,4864982.2821,"0"
"10275",-7634.50039999932,4864984.3192,"0"
"10276",-7632.14359999821,4864982.2171,"0"
"10277",-7592.71860000119,4864984.4303,"0"
"10278",-7611.05649999902,4864981.8017,"0"
"10279",-7636.63300000131,4864991.8306,"0"
"10280",-7641.03009999916,4865006.8267,"0"
"10281",-7637.22569999844,4864993.8063,"0"
"10282",-7638.84319999814,4864999.3684,"0"
"10283",-7639.41719999909,4865001.2771,"0"
"10284",-7640.97619999945,4865010.6595,"0"
"10285",-7638.06769999862,4865000.6202,"0"
"10286",-7641.62460000068,4865008.9015,"0"
"10287",-7639.07779999822,4865011.764,"0"
"10288",-7656.63569999859,4864938.026,"0"
"10289",-7643.20149999857,4864947.9906,"0"
"10290",-7650.16560000181,4864937.0569,"0"
"10291",-7632.2388000004,4864988.2492,"0"
"10292",-7645.0887000002,4864948.9595,"0"
"10293",-7669.23350000009,4864936.1548,"0"
"10294",-7667.33980000019,4864936.6978,"0"
"10295",-7674.95589999855,4864934.5144,"0"
"10296",-7661.73589999974,4864938.3039,"0"
"10297",-7680.13459999859,4864931.4921,"0"
"10298",-7685.72349999845,4864929.8903,"0"
"10299",-7684.28240000084,4864931.8414,"0"
"10300",-7682.5438000001,4864932.3395,"0"
"10301",-7676.6270999983,4864934.0356,"0"
"10302",-7675.35249999911,4864932.8629,"0"
"10303",-7646.33929999918,4864932.2718,"0"
"10304",-7661.89689999819,4864934.6188,"0"
"10305",-7643.99379999936,4864930.198,"0"
"10306",-7641.77189999819,4864922.4459,"0"
"10307",-7641.28579999879,4864920.7506,"0"
"10308",-7639.64950000122,4864915.0412,"0"
"10309",-7646.24460000172,4864925.929,"0"
"10310",-7643.38509999961,4864928.0748,"0"
"10311",-7639.1361999996,4864913.2513,"0"
"10312",-7653.34330144525,4864920.96325149,"2"
"10313",-7636.96020000055,4864905.6597,"0"
"10314",-7640.70399999991,4864913.5625,"0"
"10315",-7637.72890000045,4864903.1834,"0"
"10316",-7636.2976000011,4864898.2851,"1"
"10317",-7638.80799999833,4864907.0441,"1"
"10318",-7637.00239999965,4864905.5323,"1"
"10319",-7638.27600000054,4864905.1872,"1"
"10320",-7637.55649999902,4864907.4662,"1"
"10321",-7641.32979999855,4864920.6295,"1"
"10322",-7636.34243321791,4864916.82160952,"1"
"10323",-7639.69099999964,4864914.9128,"1"
"10324",-7639.18010000139,4864913.1301,"1"
"10325",-7641.81230000034,4864922.3139,"1"
"10326",-7643.42819999903,4864927.9508,"1"
"10327",-7644.03489999846,4864930.0668,"1"
"10328",-7643.42819999903,4864927.9508,"1"
"10329",-7656.55909999833,4864938.029,"1"
"10330",-7659.93530000001,4864938.7962,"1"
"10331",-7661.75310000032,4864938.2754,"1"
"10332",-7646.20639999956,4864932.4318,"1"
"10333",-7646.4235999994,4864925.7571,"1"
"10334",-7674.97230000049,4864934.4862,"1"
"10335",-7676.64359999821,4864934.007,"1"
"10336",-7667.35179999843,4864936.6705,"1"
"10337",-7669.24780000001,4864936.1268,"1"
"10338",-7682.08439999819,4864930.8654,"1"
"10339",-7684.29809999838,4864931.813,"1"
"10340",-7682.55909999833,4864932.3116,"1"
"10341",-7675.40670000017,4864932.7796,"1"
"10342",-7683.85590000078,4864930.3579,"1"
"10343",-7689.51339999959,4864928.7361,"1"
"10344",-7650.16560000181,4864937.0569,"1"
"10345",-7691.33839999884,4864928.2129,"1"
"10346",-7645.04190000147,4864948.918,"1"
"10347",-7647.62629999965,4864944.4577,"1"
"10348",-7633.04149999842,4864971.0121,"1"
"10349",-7633.20560000092,4864965.1088,"1"
"10350",-7643.0923999995,4864947.8138,"1"
"10351",-7634.47700000182,4864984.0975,"1"
"10352",-7637.17799999937,4864993.5206,"1"
"10353",-7632.25869999826,4864982.0603,"1"
"10354",-7635.04080000147,4864986.0639,"1"
"10355",-7636.6790000014,4864991.7787,"1"
"10356",-7639.71539999917,4865007.1604,"1"
"10357",-7639.35000000149,4865001.0981,"1"
"10358",-7638.85420000181,4864999.3676,"1"
"10359",-7640.98050000146,4865006.7856,"1"
"10360",-7642.4459999986,4865016.6878,"1"
"10361",-7641.57319999859,4865008.853,"1"
"10362",-7640.28959999979,4865009.1648,"1"
"10363",-7618.76330000162,4864975.4338,"1"
"10364",-7641.89939999953,4865014.7801,"1"
"10365",-7611.12900000066,4864977.622,"1"
"10366",-7616.67009999976,4864979.4992,"1"
"10367",-7616.68890000135,4864976.0281,"1"
"10368",-7609.25039999932,4864978.1607,"1"
"10369",-7601.61620000005,4864980.3489,"1"
"10370",-7603.56509999931,4864979.7901,"1"
"10371",-7603.19240000099,4864981.479,"1"
"10372",-7596.20320000127,4864981.9002,"1"
"10373",-7596.64869999886,4864983.3547,"1"
"10374",-7594.73699999973,4864983.9024,"1"
"10375",-7587.10229999945,4864986.091,"1"
"10376",-7633.23669999838,4864965.0633,"2"
"10377",-7594.26410000026,4864982.4561,"1"
"10378",-7589.06239999831,4864985.5291,"1"
"10379",-7633.29250000045,4864970.0588,"2"
"10380",-7632.15289999917,4864981.8639,"2"
"10381",-7628.13450000063,4864977.0212,"2"
"10382",-7635.68039999902,4864966.4493,"2"
"10383",-7636.66789999977,4864991.7398,"2"
"10384",-7637.17799999937,4864993.5206,"2"
"10385",-7638.81430000067,4864999.2282,"2"
"10386",-7635.04080000147,4864986.0639,"2"
"10387",-7634.47700000182,4864984.0975,"2"
"10388",-7641.57319999859,4865008.853,"2"
"10389",-7642.4459999986,4865016.6878,"2"
"10390",-7639.35000000149,4865001.0981,"2"
"10391",-7640.98050000146,4865006.7856,"2"
"10392",-7641.89939999953,4865014.7801,"2"
"10393",-7634.93413550779,4865007.51368535,"2"
"10394",-7639.71539999917,4865007.1604,"2"
"10395",-7641.89939999953,4865014.7801,"2"
"10396",-7640.28959999979,4865009.1648,"2"
"10397",-7618.76330000162,4864975.4338,"2"
"10398",-7631.81549999863,4864988.1328,"2"
"10399",-7637.84259999916,4865000.6277,"2"
"10400",-7622.05460000038,4864976.2942,"2"
"10401",-7609.25039999932,4864978.1607,"2"
"10402",-7603.56509999931,4864979.7901,"2"
"10403",-7616.68890000135,4864976.0281,"2"
"10404",-7611.12900000066,4864977.622,"2"
"10405",-7601.61620000005,4864980.3489,"2"
"10406",-7596.20320000127,4864981.9002,"2"
"10407",-7594.26410000026,4864982.4561,"2"
"10408",-7587.10229999945,4864986.091,"2"
"10409",-7589.06239999831,4864985.5291,"2"
"10410",-7602.09640000015,4864981.793,"2"
"10411",-7616.94619999826,4864980.0132,"2"
"10412",-7604.01779999956,4864981.2424,"2"
"10413",-7596.64869999886,4864983.3547,"2"
"10414",-7594.73699999973,4864983.9024,"2"
"10415",-7648.53040000051,4864942.8061,"2"
"10416",-7643.11780000106,4864947.8308,"2"
"10417",-7648.53040000051,4864942.8061,"2"
"10418",-7650.16560000181,4864937.0569,"2"
"10419",-7641.32979999855,4864920.6295,"2"
"10420",-7644.03489999846,4864930.0668,"2"
"10421",-7646.2862999998,4864932.3486,"2"
"10422",-7643.42819999903,4864927.9508,"2"
"10423",-7641.81239999831,4864922.3139,"2"
"10424",-7639.18010000139,4864913.1301,"2"
"10425",-7637.00230000168,4864905.5323,"2"
"10426",-7639.69099999964,4864914.9128,"2"
"10427",-7637.55649999902,4864907.4662,"2"
"10428",-7638.80799999833,4864907.0441,"2"
"10429",-7636.62260000035,4864899.4196,"2"
"10430",-7636.08359999955,4864897.5382,"2"
"10431",-7640.67920000106,4864913.5322,"2"
"10432",-7638.27600000054,4864905.1872,"2"
"10433",-7659.93530000001,4864938.7962,"2"
"10434",-7646.80570000038,4864925.9513,"2"
"10435",-7661.75310000032,4864938.2754,"2"
"10436",-7656.48750000075,4864938.0895,"2"
"10437",-7676.64359999821,4864934.007,"2"
"10438",-7682.55909999833,4864932.3116,"2"
"10439",-7669.24780000001,4864936.1268,"2"
"10440",-7667.35179999843,4864936.6705,"2"
"10441",-7674.97230000049,4864934.4862,"2"
"10442",-7684.29809999838,4864931.813,"2"
"10443",-7683.85590000078,4864930.3579,"2"
"10444",-7689.51339999959,4864928.7361,"2"
"10445",-7691.33839999884,4864928.2129,"2"
"10446",-7661.55820000172,4864934.3436,"2"
"10447",-7635.29940000176,4864966.3435,"3"
"10448",-7682.08439999819,4864930.8654,"2"
"10449",-7675.37170000002,4864932.7897,"2"
"10450",-7633.46939999983,4864965.3384,"3"
"10451",-7628.13450000063,4864977.0212,"3"
"10452",-7633.38659999892,4864970.1708,"3"
"10453",-7631.89490000159,4864981.9169,"3"
"10454",-7622.32580000162,4864976.6117,"3"
"10455",-7609.25039999932,4864978.1607,"3"
"10456",-7611.12900000066,4864977.622,"3"
"10457",-7603.56509999931,4864979.7901,"3"
"10458",-7618.76330000162,4864975.4338,"3"
"10459",-7616.68890000135,4864976.0281,"3"
"10460",-7587.10229999945,4864986.091,"3"
"10461",-7594.26410000026,4864982.4561,"3"
"10462",-7601.61620000005,4864980.3489,"3"
"10463",-7596.20320000127,4864981.9002,"3"
"10464",-7603.15450000018,4864981.4898,"3"
"10465",-7596.64869999886,4864983.3547,"3"
"10466",-7589.06239999831,4864985.5291,"3"
"10467",-7617.12480000034,4864979.6095,"3"
"10468",-7594.73699999973,4864983.9024,"3"
"10469",-7636.6660999991,4864991.7337,"3"
"10470",-7634.47700000182,4864984.0975,"3"
"10471",-7637.17799999937,4864993.5206,"3"
"10472",-7635.04080000147,4864986.0639,"3"
"10473",-7642.4459999986,4865016.6878,"3"
"10474",-7639.35000000149,4865001.0981,"3"
"10475",-7641.57319999859,4865008.853,"3"
"10476",-7640.98050000146,4865006.7856,"3"
"10477",-7638.83089999855,4864999.2862,"3"
"10478",-7639.71539999917,4865007.1604,"3"
"10479",-7641.89939999953,4865014.7801,"3"
"10480",-7637.83909999952,4865000.6157,"3"
"10481",-7640.28959999979,4865009.1648,"3"
"10482",-7644.94530000165,4864948.8147,"3"
"10483",-7632.03370000049,4864987.6104,"3"
"10484",-7643.13899999857,4864947.852,"3"
"10485",-7650.16560000181,4864937.0569,"3"
"10486",-7647.26579999924,4864945.2348,"3"
"10487",-7646.30759999901,4864932.3486,"3"
"10488",-7643.42819999903,4864927.9508,"3"
"10489",-7644.03489999846,4864930.0668,"3"
"10490",-7641.81239999831,4864922.3139,"3"
"10491",-7639.18010000139,4864913.1301,"3"
"10492",-7639.69099999964,4864914.9128,"3"
"10493",-7637.55649999902,4864907.4662,"3"
"10494",-7637.00230000168,4864905.5323,"3"
"10495",-7641.32979999855,4864920.6295,"3"
"10496",-7638.80799999833,4864907.0441,"3"
"10497",-7638.27600000054,4864905.1872,"3"
"10498",-7636.63800000027,4864899.4731,"3"
"10499",-7636.0800999999,4864897.5261,"3"
"10500",-7646.77580000088,4864926.0546,"3"
"10501",-7640.67920000106,4864913.5322,"3"
"10502",-7656.76280000061,4864938.0258,"3"
"10503",-7659.93530000001,4864938.7962,"3"
"10504",-7661.75310000032,4864938.2754,"3"
"10505",-7669.24780000001,4864936.1268,"3"
"10506",-7667.35179999843,4864936.6705,"3"
"10507",-7674.97230000049,4864934.4862,"3"
"10508",-7676.64359999821,4864934.007,"3"
"10509",-7684.29809999838,4864931.813,"3"
"10510",-7691.33839999884,4864928.2129,"3"
"10511",-7683.85590000078,4864930.3579,"3"
"10512",-7689.51339999959,4864928.7361,"3"
"10513",-7682.55909999833,4864932.3116,"3"
"10514",-7661.47349999845,4864934.3436,"3"
"10515",-7682.08439999819,4864930.8654,"3"
"10516",-7675.40670000017,4864932.7796,"3"
"10517",-7656.76280000061,4864938.0258,"3"
"10518",-7524.51429999992,4864934.1946,"0"
"10519",-7530.60090000182,4864928.652,"0"
"10520",-7536.43589999899,4864918.0284,"0"
"10521",-7519.00869999826,4864949.4528,"0"
"10522",-7523.49439999834,4864951.8853,"0"
"10523",-7541.22599999979,4864920.7576,"0"
"10524",-7559.44280000031,4864887.6203,"0"
"10525",-7535.45080000162,4864931.1823,"0"
"10526",-7533.8376000002,4864939.373,"0"
"10527",-7571.09319999814,4864871.7188,"0"
"10528",-7555.23629999906,4864885.3138,"0"
"10529",-7559.86290000007,4864871.2246,"0"
"10530",-7568.93910000101,4864876.2658,"0"
"10531",-7562.19200000167,4864866.7745,"0"
"10532",-7394.57782488316,4864836.92470566,"3"
"10533",-7390.7611999996,4864835.141,"3"
"10534",-7390.4354000017,4864835.897,"3"
"10535",-7386.10599999875,4864837.9142,"3"
"10536",-7394.57782488316,4864836.92470566,"3"
"10537",-7381.75470000133,4864845.7573,"3"
"10538",-7386.70956633985,4864847.37046889,"3"
"10539",-7388.26386113465,4864839.57889983,"3"
"10540",-7383.73310000077,4864842.1917,"3"
"10541",-7375.02870000154,4864855.4599,"3"
"10542",-7386.70956633985,4864847.37046889,"3"
"10543",-7380.93459999934,4864847.2356,"3"
"10544",-7377.84659999982,4864852.8022,"3"
"10545",-7377.09640000015,4864854.1539,"3"
"10546",-7372.80299999937,4864849.3027,"3"
"10547",-7376.31711665541,4864861.75610285,"3"
"10548",-7376.31711665541,4864861.75610285,"3"
"10549",-7376.31711665541,4864861.75610285,"3"
"10550",-7370.01060000062,4864847.7536,"3"
"10551",-7356.61199999973,4864840.32,"3"
"10552",-7366.09589999914,4864845.5816,"3"
"10553",-7359.1484999992,4864841.7272,"3"
"10554",-7363.28240000084,4864844.0206,"3"
"10555",-7352.3396999985,4864837.9498,"3"
"10556",-7367.45879999921,4864841.7828,"3"
"10557",-7374.34750000015,4864845.6047,"3"
"10558",-7373.05279999971,4864844.8865,"3"
"10559",-7353.72340000048,4864834.1625,"3"
"10560",-7366.24240000173,4864841.108,"3"
"10561",-7359.33109999821,4864837.2735,"3"
"10562",-7366.24240000173,4864841.108,"3"
"10563",-7360.497299999,4864837.9205,"3"
"10564",-7345.42330000177,4864829.5577,"3"
"10565",-7338.66330000013,4864826.2543,"3"
"10566",-7352.52030000091,4864833.4948,"3"
"10567",-7337.52789999917,4864825.6245,"3"
"10568",-7330.5971999988,4864821.7793,"3"
"10569",-7323.89180000126,4864818.0592,"3"
"10570",-7325.05290000141,4864818.7036,"3"
"10571",-7331.91840000078,4864822.5122,"3"
"10572",-7325.05290000141,4864818.7036,"3"
"10573",-7318.16039999947,4864814.8796,"3"
"10574",-7318.16039999947,4864814.8796,"3"
"10575",-7324.48651165515,4864813.99004024,"3"
"10576",-7324.48651165515,4864813.99004024,"3"
"10577",-7316.68070000038,4864814.0587,"3"
"10578",-7321.02769311145,4864812.07116285,"3"
"10579",-7321.02769311145,4864812.07116285,"3"
"10580",-7336.29899999872,4864829.0504,"3"
"10581",-7329.37680000067,4864825.2102,"3"
"10582",-7315.63769999892,4864817.5876,"3"
"10583",-7315.63769999892,4864817.5876,"3"
"10584",-7309.51749999821,4864813.2935,"3"
"10585",-7311.91939999908,4864808.9638,"3"
"10586",-7312.66220000014,4864807.6249,"3"
"10587",-7316.96389999986,4864795.2365,"3"
"10588",-7317.5260999985,4864794.5593,"3"
"10589",-7316.96389999986,4864795.2365,"3"
"10590",-7316.96389999986,4864795.2365,"3"
"10591",-7313.73111977801,4864792.06341087,"3"
"10592",-7527.40260000154,4864929.2383,"1"
"10593",-7313.73111977801,4864792.06341087,"3"
"10594",-7313.73111977801,4864792.06341087,"3"
"10595",-7536.49289999902,4864918.0596,"1"
"10596",-7526.39145561308,4864919.34785118,"1"
"10597",-7516.41362123564,4864937.65039004,"1"
"10598",-7524.51429999992,4864934.1946,"1"
"10599",-7526.39145561308,4864919.34785118,"1"
"10600",-7510.21120582148,4864949.28709576,"1"
"10601",-7519.00869999826,4864949.4529,"1"
"10602",-7516.41362123564,4864937.65039004,"1"
"10603",-7516.41362123564,4864937.65039004,"1"
"10604",-7523.49450000003,4864951.8854,"1"
"10605",-7510.21120582148,4864949.28709576,"1"
"10606",-7528.60806863382,4864959.50525118,"1"
"10607",-7510.21120582148,4864949.28709576,"1"
"10608",-7528.60806863382,4864959.50525118,"1"
"10609",-7528.60806863382,4864959.50525118,"1"
"10610",-7533.8376000002,4864939.373,"1"
"10611",-7535.20951540396,4864948.0904118,"1"
"10612",-7541.1688000001,4864920.7268,"1"
"10613",-7536.56579999998,4864934.328,"1"
"10614",-7535.20951540396,4864948.0904118,"1"
"10615",-7535.20951540396,4864948.0904118,"1"
"10616",-7545.47483279929,4864929.94781358,"1"
"10617",-7545.47483279929,4864929.94781358,"1"
"10618",-7559.78200000152,4864871.3735,"1"
"10619",-7545.47483279929,4864929.94781358,"1"
"10620",-7555.06859999895,4864885.2133,"1"
"10621",-7560.37760811299,4864859.33689837,"1"
"10622",-7560.37760811299,4864859.33689837,"1"
"10623",-7560.37760811299,4864859.33689837,"1"
"10624",-7562.19200000167,4864866.7746,"1"
"10625",-7560.37760811299,4864859.33689837,"1"
"10626",-7578.46197155118,4864869.38157973,"1"
"10627",-7578.46197155118,4864869.38157973,"1"
"10628",-7571.09319999814,4864871.7187,"1"
"10629",-7571.09319999814,4864871.7187,"1"
"10630",-7572.05327373743,4864882.36711806,"1"
"10631",-7568.0535277985,4864892.1546641,"1"
"10632",-7572.05327373743,4864882.36711806,"1"
"10633",-7559.44269999862,4864887.6203,"1"
"10634",-7568.86100000143,4864876.4162,"1"
"10635",-7568.0535277985,4864892.1546641,"1"
"10636",-7549.37943457067,4864878.41371389,"1"
"10637",-7549.37943457067,4864878.41371389,"1"
"10638",-7568.0535277985,4864892.1546641,"1"
"10639",-7390.18470000103,4864838.9191,"2"
"10640",-7390.62060000002,4864836.0558,"2"
"10641",-7390.73470000178,4864835.035,"2"
"10642",-7537.24100000039,4864895.7321,"1"
"10643",-7549.37943457067,4864878.41371389,"1"
"10644",-7391.93019238487,4864841.24064191,"2"
"10645",-7381.68690000102,4864845.7553,"2"
"10646",-7381.68690000102,4864845.7553,"2"
"10647",-7381.68690000102,4864845.7553,"2"
"10648",-7380.86679999903,4864847.2336,"2"
"10649",-7386.64025873691,4864845.96545202,"2"
"10650",-7380.86679999903,4864847.2336,"2"
"10651",-7377.77879999951,4864852.8002,"2"
"10652",-7386.64025873691,4864845.96545202,"2"
"10653",-7382.91610280052,4864854.20854577,"2"
"10654",-7382.91610280052,4864854.20854577,"2"
"10655",-7377.06170000136,4864851.7207,"2"
"10656",-7377.29603530094,4864860.05581097,"2"
"10657",-7372.80290000141,4864849.3028,"2"
"10658",-7363.28229999915,4864844.0207,"2"
"10659",-7377.29603530094,4864860.05581097,"2"
"10660",-7372.80290000141,4864849.3028,"2"
"10661",-7363.28229999915,4864844.0207,"2"
"10662",-7330.66829999909,4864825.9266,"2"
"10663",-7337.52419999987,4864829.7302,"2"
"10664",-7349.54600000009,4864836.3999,"2"
"10665",-7327.92909999937,4864824.407,"2"
"10666",-7323.88329999894,4864822.1624,"2"
"10667",-7323.88329999894,4864822.1624,"2"
"10668",-7321.03830000013,4864820.5838,"2"
"10669",-7321.03830000013,4864820.5838,"2"
"10670",-7310.02950000018,4864815.1412,"2"
"10671",-7314.1325000003,4864816.7526,"2"
"10672",-7308.86950000003,4864814.4615,"2"
"10673",-7316.90680000186,4864818.2918,"2"
"10674",-7311.91939999908,4864808.9638,"2"
"10675",-7312.66220000014,4864807.6249,"2"
"10676",-7315.74340000004,4864802.0715,"2"
"10677",-7308.77911196649,4864804.13482702,"2"
"10678",-7308.77911196649,4864804.13482702,"2"
"10679",-7312.9813000001,4864798.7477,"2"
"10680",-7310.70086009055,4864800.67067712,"2"
"10681",-7310.70086009055,4864800.67067712,"2"
"10682",-7312.9813000001,4864798.7477,"2"
"10683",-7313.06552071497,4864792.17003796,"2"
"10684",-7311.21636102721,4864796.46095785,"2"
"10685",-7311.21636102721,4864796.46095785,"2"
"10686",-7313.06552071497,4864792.17003796,"2"
"10687",-7313.06552071497,4864792.17003796,"2"
"10688",-7316.86719999835,4864813.7149,"2"
"10689",-7318.34109999985,4864814.5325,"2"
"10690",-7316.96389999986,4864795.2365,"2"
"10691",-7317.5260999985,4864794.5593,"2"
"10692",-7325.23409999907,4864818.3568,"2"
"10693",-7324.08069999889,4864817.717,"2"
