"","LONGITUDE","LATITUDE","FLOOR","variable","value"
"33993",-7374.3125,4864845.5853,"0","WAP121",-69
"33994",-7377.1334999986,4864851.7605,"0","WAP121",-79
"33995",-7384.67300000042,4864840.3733,"0","WAP121",-79
"33996",-7377.83069999889,4864852.7066,"0","WAP121",-76
"33997",-7381.6799999997,4864845.7678,"0","WAP121",-75
"33998",-7377.1334999986,4864851.7605,"0","WAP121",-78
"33999",-7371.65949999914,4864848.6683,"0","WAP121",-77
"34000",-7370.12782457098,4864839.08759504,"0","WAP121",-79
"34001",-7377.0782699883,4864842.961439,"0","WAP121",-77
"34002",-7377.83069999889,4864852.7066,"0","WAP121",-79
"34003",-7377.1334999986,4864851.7605,"0","WAP121",-77
"34004",-7371.65949999914,4864848.6683,"0","WAP121",-78
"34005",-7374.3125,4864845.5853,"0","WAP121",-70
"34006",-7377.0782699883,4864842.961439,"0","WAP121",-75
"34007",-7380.90700000152,4864847.1611,"0","WAP121",-77
"34008",-7380.90700000152,4864847.1611,"0","WAP121",-79
"34009",-7384.67300000042,4864840.3733,"0","WAP121",-77
"34010",-7374.3125,4864845.5853,"0","WAP121",-64
"34011",-7371.65949999914,4864848.6683,"0","WAP121",-73
"34012",-7367.40989999846,4864841.7556,"0","WAP121",-79
"34013",-7377.0782699883,4864842.961439,"0","WAP121",-78
"34014",-7381.6799999997,4864845.7678,"0","WAP121",-79
"34015",-7380.90700000152,4864847.1611,"0","WAP121",-76
"34016",-7374.3125,4864845.5853,"0","WAP121",-66
"34017",-7377.1334999986,4864851.7605,"0","WAP121",-75
"34018",-7377.1334999986,4864851.7605,"0","WAP121",-74
"34019",-7374.3125,4864845.5853,"0","WAP121",-63
"34020",-7384.67300000042,4864840.3733,"0","WAP121",-78
"34021",-7380.90700000152,4864847.1611,"0","WAP121",-75
"34022",-7367.40989999846,4864841.7556,"0","WAP121",-77
"34023",-7377.0782699883,4864842.961439,"0","WAP121",-76
"34024",-7381.68690000102,4864845.7553,"2","WAP121",-70
"34025",-7390.18470000103,4864838.9191,"2","WAP121",-72
"34026",-7381.68690000102,4864845.7553,"2","WAP121",-76
"34027",-7381.68690000102,4864845.7553,"2","WAP121",-74
"34028",-7386.64025873691,4864845.96545202,"2","WAP121",-77
"34029",-7380.86679999903,4864847.2336,"2","WAP121",-70
"34030",-7380.86679999903,4864847.2336,"2","WAP121",-67
"34031",-7377.77879999951,4864852.8002,"2","WAP121",-69
"34032",-7377.06170000136,4864851.7207,"2","WAP121",-69
"34033",-7382.91610280052,4864854.20854577,"2","WAP121",-75
"34034",-7382.91610280052,4864854.20854577,"2","WAP121",-76
"34035",-7372.80290000141,4864849.3028,"2","WAP121",-73
"34036",-7372.80290000141,4864849.3028,"2","WAP121",-66
"34037",-7363.28229999915,4864844.0207,"2","WAP121",-74
"34038",-7366.24240000173,4864841.108,"2","WAP121",-71
"34039",-7373.05279999971,4864844.8865,"2","WAP121",-68
"34040",-7367.45879999921,4864841.7828,"2","WAP121",-72
"34041",-7377.0782699883,4864842.961439,"2","WAP121",-71
"34042",-7377.0782699883,4864842.961439,"2","WAP121",-75
"34043",-7374.34750000015,4864845.6047,"2","WAP121",-72
"34044",-7381.68690000102,4864845.7553,"2","WAP121",-77
"34045",-7381.68690000102,4864845.7553,"2","WAP121",-63
"34046",-7380.86679999903,4864847.2336,"2","WAP121",-65
"34047",-7380.86679999903,4864847.2336,"2","WAP121",-68
"34048",-7382.91610280052,4864854.20854577,"2","WAP121",-78
"34049",-7377.29603530094,4864860.05581097,"2","WAP121",-72
"34050",-7377.06170000136,4864851.7207,"2","WAP121",-59
"34051",-7372.80290000141,4864849.3028,"2","WAP121",-69
"34052",-7366.7514369674,4864837.2146493,"2","WAP121",-74
"34053",-7373.05279999971,4864844.8865,"2","WAP121",-66
"34054",-7377.0782699883,4864842.961439,"2","WAP121",-72
"34055",-7374.34750000015,4864845.6047,"2","WAP121",-69
"34056",-7381.68690000102,4864845.7553,"2","WAP121",-69
"34057",-7381.68690000102,4864845.7553,"2","WAP121",-72
"34058",-7380.86679999903,4864847.2336,"2","WAP121",-69
"34059",-7380.86679999903,4864847.2336,"2","WAP121",-64
"34060",-7377.77879999951,4864852.8002,"2","WAP121",-60
"34061",-7382.91610280052,4864854.20854577,"2","WAP121",-77
"34062",-7377.06170000136,4864851.7207,"2","WAP121",-71
"34063",-7363.28229999915,4864844.0207,"2","WAP121",-77
"34064",-7360.497299999,4864837.9205,"2","WAP121",-76
"34065",-7373.05279999971,4864844.8865,"2","WAP121",-65
"34066",-7366.7514369674,4864837.2146493,"2","WAP121",-78
"34067",-7367.45879999921,4864841.7828,"2","WAP121",-66
"34068",-7390.18470000103,4864838.9191,"2","WAP121",-74
"34069",-7381.68690000102,4864845.7553,"2","WAP121",-71
"34070",-7380.86679999903,4864847.2336,"2","WAP121",-78
"34071",-7377.77879999951,4864852.8002,"2","WAP121",-58
"34072",-7372.80290000141,4864849.3028,"2","WAP121",-77
"34073",-7377.29603530094,4864860.05581097,"2","WAP121",-78
"34074",-7382.91610280052,4864854.20854577,"2","WAP121",-79
"34075",-7377.06170000136,4864851.7207,"2","WAP121",-74
"34076",-7372.80290000141,4864849.3028,"2","WAP121",-71
"34077",-7366.24240000173,4864841.108,"2","WAP121",-76
"34078",-7374.34750000015,4864845.6047,"2","WAP121",-74
"34079",-7377.0782699883,4864842.961439,"2","WAP121",-78
"34080",-7381.68690000102,4864845.7553,"2","WAP121",-73
"34081",-7386.64025873691,4864845.96545202,"2","WAP121",-76
"34082",-7382.91610280052,4864854.20854577,"2","WAP121",-69
"34083",-7377.77879999951,4864852.8002,"2","WAP121",-67
"34084",-7377.06170000136,4864851.7207,"2","WAP121",-77
"34085",-7372.80290000141,4864849.3028,"2","WAP121",-68
"34086",-7377.0782699883,4864842.961439,"2","WAP121",-67
"34087",-7373.05279999971,4864844.8865,"2","WAP121",-62
"34088",-7374.34750000015,4864845.6047,"2","WAP121",-73
"34089",-7367.45879999921,4864841.7828,"2","WAP121",-73
"34090",-7377.0782699883,4864842.961439,"2","WAP121",-77
"34091",-7370.01060000062,4864847.7536,"3","WAP121",-79
"34092",-7381.68690000102,4864845.7553,"2","WAP121",-68
"34093",-7382.91610280052,4864854.20854577,"2","WAP121",-73
"34094",-7377.77879999951,4864852.8002,"2","WAP121",-71
"34095",-7372.80290000141,4864849.3028,"2","WAP121",-70
"34096",-7377.06170000136,4864851.7207,"2","WAP121",-70
"34097",-7363.28229999915,4864844.0207,"2","WAP121",-79
"34098",-7373.05279999971,4864844.8865,"2","WAP121",-61
"34099",-7377.0782699883,4864842.961439,"2","WAP121",-76
"34100",-7374.34750000015,4864845.6047,"2","WAP121",-71
"34101",-7390.18470000103,4864838.9191,"2","WAP121",-76
"34102",-7380.86679999903,4864847.2336,"2","WAP121",-61
"34103",-7377.77879999951,4864852.8002,"2","WAP121",-68
"34104",-7372.80290000141,4864849.3028,"2","WAP121",-74
"34105",-7366.24240000173,4864841.108,"2","WAP121",-78
"34106",-7367.45879999921,4864841.7828,"2","WAP121",-75
"34107",-7390.18470000103,4864838.9191,"2","WAP121",-75
"34108",-7380.86679999903,4864847.2336,"2","WAP121",-72
"34109",-7380.86679999903,4864847.2336,"2","WAP121",-71
"34110",-7377.77879999951,4864852.8002,"2","WAP121",-65
"34111",-7372.80290000141,4864849.3028,"2","WAP121",-72
"34112",-7366.24240000173,4864841.108,"2","WAP121",-79
"34113",-7377.77879999951,4864852.8002,"2","WAP121",-66
"34114",-7380.86679999903,4864847.2336,"2","WAP121",-79
"34115",-7377.06170000136,4864851.7207,"2","WAP121",-65
"34116",-7372.80290000141,4864849.3028,"2","WAP121",-58
"34117",-7372.80290000141,4864849.3028,"2","WAP121",-79
"34118",-7366.24240000173,4864841.108,"2","WAP121",-77
"34119",-7367.45879999921,4864841.7828,"2","WAP121",-74
"34120",-7381.68690000102,4864845.7553,"2","WAP121",-78
"34121",-7390.18470000103,4864838.9191,"2","WAP121",-71
"34122",-7380.86679999903,4864847.2336,"2","WAP121",-66
"34123",-7377.06170000136,4864851.7207,"2","WAP121",-73
"34124",-7363.28229999915,4864844.0207,"2","WAP121",-78
"34125",-7377.0782699883,4864842.961439,"2","WAP121",-69
"34126",-7373.05279999971,4864844.8865,"2","WAP121",-63
"34127",-7309.84930000082,4864812.6953,"1","WAP121",-77
"34128",-7408.33887019381,4864811.52982535,"1","WAP121",-76
"34129",-7316.86719999835,4864813.7149,"1","WAP121",-78
"34130",-7323.55065394565,4864827.71950754,"1","WAP121",-78
"34131",-7332.10880000144,4864822.171,"1","WAP121",-79
"34132",-7408.33887019381,4864811.52982535,"1","WAP121",-78
"34133",-7332.10880000144,4864822.171,"1","WAP121",-78
"34134",-7316.86719999835,4864813.7149,"1","WAP121",-79
"34135",-7309.84930000082,4864812.6953,"1","WAP121",-78
"34136",-7309.84930000082,4864812.6953,"1","WAP121",-76
"34137",-7377.77879999951,4864852.8002,"2","WAP121",-72
"34138",-7377.06170000136,4864851.7207,"2","WAP121",-68
"34139",-7363.28229999915,4864844.0207,"2","WAP121",-76
"34140",-7367.45879999921,4864841.7828,"2","WAP121",-79
"34141",-7367.45879999921,4864841.7828,"2","WAP121",-78
"34142",-7373.05279999971,4864844.8865,"2","WAP121",-74
"34143",-7373.05279999971,4864844.8865,"2","WAP121",-75
"34144",-7374.34750000015,4864845.6047,"2","WAP121",-68
"34145",-7383.73310000077,4864842.1917,"3","WAP121",-73
"34146",-7366.09589999914,4864845.5816,"3","WAP121",-55
"34147",-7367.45879999921,4864841.7828,"2","WAP121",-77
"34148",-7373.05279999971,4864844.8865,"2","WAP121",-69
"34149",-7363.28240000084,4864844.0206,"3","WAP121",-62
"34150",-7359.33109999821,4864837.2735,"3","WAP121",-47
"34151",-7373.05279999971,4864844.8865,"2","WAP121",-73
"34152",-7390.18470000103,4864838.9191,"2","WAP121",-79
"34153",-7377.06170000136,4864851.7207,"2","WAP121",-67
"34154",-7377.77879999951,4864852.8002,"2","WAP121",-70
"34155",-7373.05279999971,4864844.8865,"2","WAP121",-72
"34156",-7390.18470000103,4864838.9191,"2","WAP121",-77
"34157",-7373.05279999971,4864844.8865,"2","WAP121",-71
"34158",-7374.34750000015,4864845.6047,"2","WAP121",-70
"34159",-7367.45879999921,4864841.7828,"2","WAP121",-76
"34160",-7383.73310000077,4864842.1917,"3","WAP121",-44
"34161",-7383.73310000077,4864842.1917,"3","WAP121",-53
"34162",-7377.77879999951,4864852.8002,"2","WAP121",-74
"34163",-7373.05279999971,4864844.8865,"2","WAP121",-76
"34164",-7374.34750000015,4864845.6047,"2","WAP121",-67
"34165",-7383.73310000077,4864842.1917,"3","WAP121",-61
"34166",-7377.77879999951,4864852.8002,"2","WAP121",-73
"34167",-7383.73310000077,4864842.1917,"3","WAP121",-68
"34168",-7366.09589999914,4864845.5816,"3","WAP121",-47
"34169",-7383.67020000145,4864842.1808,"1","WAP121",-43
"34170",-7379.79940000176,4864849.1579,"1","WAP121",-40
"34171",-7381.68690000102,4864845.7553,"1","WAP121",-29
"34172",-7383.67020000145,4864842.1808,"1","WAP121",-37
"34173",-7373.05279999971,4864844.8865,"1","WAP121",-46
"34174",-7374.89730000123,4864855.5392,"1","WAP121",-49
"34175",-7377.0782699883,4864842.961439,"1","WAP121",-61
"34176",-7376.31711665541,4864861.75610285,"1","WAP121",-55
"34177",-7372.80299999937,4864849.3027,"1","WAP121",-43
"34178",-7367.45879999921,4864841.7828,"1","WAP121",-55
"34179",-7390.18470000103,4864838.9191,"1","WAP121",-43
"34180",-7366.03779999912,4864845.5494,"1","WAP121",-58
"34181",-7366.24240000173,4864841.108,"1","WAP121",-49
"34182",-7391.93019238487,4864841.24064191,"1","WAP121",-55
"34183",-7317.65100000054,4864794.6286,"1","WAP121",-79
"34184",-7379.79940000176,4864849.1579,"1","WAP121",-46
"34185",-7383.67020000145,4864842.1808,"1","WAP121",-40
"34186",-7374.89730000123,4864855.5392,"1","WAP121",-43
"34187",-7381.68690000102,4864845.7553,"1","WAP121",-32
"34188",-7374.34750000015,4864845.6047,"1","WAP121",-40
"34189",-7377.0782699883,4864842.961439,"1","WAP121",-46
"34190",-7373.05279999971,4864844.8865,"1","WAP121",-40
"34191",-7376.63179999962,4864855.0897,"1","WAP121",-58
"34192",-7366.24240000173,4864841.108,"1","WAP121",-46
"34193",-7367.45879999921,4864841.7828,"1","WAP121",-52
"34194",-7363.98610457033,4864850.15056504,"1","WAP121",-64
"34195",-7390.18470000103,4864838.9191,"1","WAP121",-58
"34196",-7360.497299999,4864837.9205,"1","WAP121",-49
"34197",-7366.03779999912,4864845.5494,"1","WAP121",-55
"34198",-7317.65100000054,4864794.6286,"1","WAP121",-70
"34199",-7381.68690000102,4864845.7553,"1","WAP121",-40
"34200",-7374.89730000123,4864855.5392,"1","WAP121",-40
"34201",-7372.80299999937,4864849.3027,"1","WAP121",-46
"34202",-7373.05279999971,4864844.8865,"1","WAP121",-37
"34203",-7377.0782699883,4864842.961439,"1","WAP121",-52
"34204",-7367.45879999921,4864841.7828,"1","WAP121",-46
"34205",-7376.31711665541,4864861.75610285,"1","WAP121",-52
"34206",-7366.03779999912,4864845.5494,"1","WAP121",-49
"34207",-7376.63179999962,4864855.0897,"1","WAP121",-55
"34208",-7363.98610457033,4864850.15056504,"1","WAP121",-52
"34209",-7360.497299999,4864837.9205,"1","WAP121",-73
"34210",-7360.497299999,4864837.9205,"1","WAP121",-61
"34211",-7391.93019238487,4864841.24064191,"1","WAP121",-52
"34212",-7379.79940000176,4864849.1579,"1","WAP121",-34
"34213",-7374.89730000123,4864855.5392,"1","WAP121",-34
"34214",-7381.68690000102,4864845.7553,"1","WAP121",-34
"34215",-7383.67020000145,4864842.1808,"1","WAP121",-34
"34216",-7373.05279999971,4864844.8865,"1","WAP121",-43
"34217",-7367.45879999921,4864841.7828,"1","WAP121",-58
"34218",-7360.497299999,4864837.9205,"1","WAP121",-52
"34219",-7363.98610457033,4864850.15056504,"1","WAP121",-61
"34220",-7366.03779999912,4864845.5494,"1","WAP121",-67
"34221",-7391.93019238487,4864841.24064191,"1","WAP121",-61
"34222",-7372.80299999937,4864849.3027,"1","WAP121",-55
"34223",-7377.0782699883,4864842.961439,"1","WAP121",-43
"34224",-7376.31711665541,4864861.75610285,"1","WAP121",-58
"34225",-7390.18470000103,4864838.9191,"1","WAP121",-64
"34226",-7360.497299999,4864837.9205,"1","WAP121",-67
"34227",-7366.03779999912,4864845.5494,"1","WAP121",-52
"34228",-7383.67020000145,4864842.1808,"1","WAP121",-49
"34229",-7391.93019238487,4864841.24064191,"1","WAP121",-64
"34230",-7374.89730000123,4864855.5392,"1","WAP121",-46
"34231",-7383.67020000145,4864842.1808,"1","WAP121",-35
"34232",-7377.0782699883,4864842.961439,"1","WAP121",-49
"34233",-7376.63179999962,4864855.0897,"1","WAP121",-67
"34234",-7366.24240000173,4864841.108,"1","WAP121",-52
"34235",-7363.98610457033,4864850.15056504,"1","WAP121",-55
"34236",-7391.93019238487,4864841.24064191,"1","WAP121",-49
"34237",-7383.67020000145,4864842.1808,"1","WAP121",-46
"34238",-7377.0782699883,4864842.961439,"1","WAP121",-55
"34239",-7372.80299999937,4864849.3027,"1","WAP121",-40
"34240",-7366.24240000173,4864841.108,"1","WAP121",-55
"34241",-7363.98610457033,4864850.15056504,"1","WAP121",-58
"34242",-7390.18470000103,4864838.9191,"1","WAP121",-55
"34243",-7390.18470000103,4864838.9191,"1","WAP121",-46
"34244",-7374.34750000015,4864845.6047,"1","WAP121",-52
"34245",-7376.63179999962,4864855.0897,"1","WAP121",-49
"34246",-7360.497299999,4864837.9205,"1","WAP121",-76
"34247",-7383.67020000145,4864842.1808,"1","WAP121",-52
"34248",-7374.89730000123,4864855.5392,"1","WAP121",-37
"34249",-7376.63179999962,4864855.0897,"1","WAP121",-52
"34250",-7376.31711665541,4864861.75610285,"1","WAP121",-46
"34251",-7390.62060000002,4864836.0558,"1","WAP121",-64
"34252",-7379.79940000176,4864849.1579,"1","WAP121",-50
"34253",-7383.67020000145,4864842.1808,"1","WAP121",-41
"34254",-7390.18470000103,4864838.9191,"1","WAP121",-48
"34255",-7374.34750000015,4864845.6047,"1","WAP121",-47
"34256",-7372.80299999937,4864849.3027,"1","WAP121",-48
"34257",-7353.72340000048,4864834.1625,"1","WAP121",-64
"34258",-7366.24240000173,4864841.108,"1","WAP121",-50
"34259",-7359.33109999821,4864837.2735,"1","WAP121",-69
"34260",-7345.42330000177,4864829.5577,"1","WAP121",-73
"34261",-7337.71609999985,4864825.2817,"1","WAP121",-69
"34262",-7338.85799999908,4864825.9152,"1","WAP121",-68
"34263",-7352.52030000091,4864833.4948,"1","WAP121",-69
"34264",-7332.10880000144,4864822.171,"1","WAP121",-72
"34265",-7325.23409999907,4864818.3568,"1","WAP121",-75
"34266",-7330.78689999878,4864821.4373,"1","WAP121",-71
"34267",-7359.19299999997,4864841.7518,"1","WAP121",-70
"34268",-7366.03779999912,4864845.5494,"1","WAP121",-61
"34269",-7352.3487999998,4864837.9547,"1","WAP121",-73
"34270",-7390.62060000002,4864836.0558,"1","WAP121",-59
"34271",-7390.18470000103,4864838.9191,"1","WAP121",-44
"34272",-7390.73470000178,4864835.0351,"1","WAP121",-62
"34273",-7383.67020000145,4864842.1808,"1","WAP121",-45
"34274",-7381.68690000102,4864845.7553,"1","WAP121",-43
"34275",-7374.34750000015,4864845.6047,"1","WAP121",-48
"34276",-7379.79940000176,4864849.1579,"1","WAP121",-48
"34277",-7359.33109999821,4864837.2735,"1","WAP121",-70
"34278",-7366.24240000173,4864841.108,"1","WAP121",-54
"34279",-7338.85799999908,4864825.9152,"1","WAP121",-77
"34280",-7337.71609999985,4864825.2817,"1","WAP121",-73
"34281",-7345.42330000177,4864829.5577,"1","WAP121",-69
"34282",-7332.10880000144,4864822.171,"1","WAP121",-66
"34283",-7324.08069999889,4864817.717,"1","WAP121",-75
"34284",-7325.23409999907,4864818.3568,"1","WAP121",-71
"34285",-7336.29899999872,4864829.0504,"1","WAP121",-76
"34286",-7359.19299999997,4864841.7518,"1","WAP121",-75
"34287",-7366.03779999912,4864845.5494,"1","WAP121",-65
"34288",-7390.73470000178,4864835.0351,"1","WAP121",-66
"34289",-7390.62060000002,4864836.0558,"1","WAP121",-61
"34290",-7374.89730000123,4864855.5392,"1","WAP121",-47
"34291",-7374.34750000015,4864845.6047,"1","WAP121",-54
"34292",-7373.05279999971,4864844.8865,"1","WAP121",-44
"34293",-7366.24240000173,4864841.108,"1","WAP121",-53
"34294",-7353.72340000048,4864834.1625,"1","WAP121",-65
"34295",-7345.42330000177,4864829.5577,"1","WAP121",-68
"34296",-7338.85799999908,4864825.9152,"1","WAP121",-70
"34297",-7318.34109999985,4864814.5325,"1","WAP121",-79
"34298",-7332.10880000144,4864822.171,"1","WAP121",-68
"34299",-7352.3487999998,4864837.9547,"1","WAP121",-74
"34300",-7390.62060000002,4864836.0558,"1","WAP121",-62
"34301",-7383.67020000145,4864842.1808,"1","WAP121",-42
"34302",-7379.79940000176,4864849.1579,"1","WAP121",-56
"34303",-7373.05279999971,4864844.8865,"1","WAP121",-48
"34304",-7366.24240000173,4864841.108,"1","WAP121",-51
"34305",-7352.3487999998,4864837.9547,"1","WAP121",-70
"34306",-7359.19299999997,4864841.7518,"1","WAP121",-68
"34307",-7390.73470000178,4864835.0351,"1","WAP121",-63
"34308",-7390.18470000103,4864838.9191,"1","WAP121",-47
"34309",-7374.89730000123,4864855.5392,"1","WAP121",-48
"34310",-7337.71609999985,4864825.2817,"1","WAP121",-79
"34311",-7325.23409999907,4864818.3568,"1","WAP121",-70
"34312",-7330.78689999878,4864821.4373,"1","WAP121",-63
"34313",-7390.18470000103,4864838.9191,"1","WAP121",-45
"34314",-7338.85799999908,4864825.9152,"1","WAP121",-66
"34315",-7349.54600000009,4864836.3998,"1","WAP121",-78
"34316",-7372.80299999937,4864849.3027,"1","WAP121",-56
"34317",-7390.62060000002,4864836.0558,"1","WAP121",-65
"34318",-7379.79940000176,4864849.1579,"1","WAP121",-52
"34319",-7373.05279999971,4864844.8865,"1","WAP121",-42
"34320",-7337.71609999985,4864825.2817,"1","WAP121",-68
"34321",-7330.78689999878,4864821.4373,"1","WAP121",-65
"34322",-7352.3487999998,4864837.9547,"1","WAP121",-76
"34323",-7381.68690000102,4864845.7553,"1","WAP121",-49
"34324",-7373.05279999971,4864844.8865,"1","WAP121",-51
"34325",-7374.34750000015,4864845.6047,"1","WAP121",-58
"34326",-7338.85799999908,4864825.9152,"1","WAP121",-67
"34327",-7325.23409999907,4864818.3568,"1","WAP121",-76
"34328",-7372.80299999937,4864849.3027,"1","WAP121",-47
"34329",-7390.73470000178,4864835.0351,"1","WAP121",-61
"34330",-7379.79940000176,4864849.1579,"1","WAP121",-54
"34331",-7338.85799999908,4864825.9152,"1","WAP121",-69
"34332",-7345.42330000177,4864829.5577,"1","WAP121",-72
"34333",-7325.23409999907,4864818.3568,"1","WAP121",-78
"34334",-7336.29899999872,4864829.0504,"1","WAP121",-74
"34335",-7359.19299999997,4864841.7518,"1","WAP121",-69
"34336",-7372.80299999937,4864849.3027,"1","WAP121",-62
"34337",-7383.67020000145,4864842.1808,"1","WAP121",-44
"34338",-7345.42330000177,4864829.5577,"1","WAP121",-71
"34339",-7325.23409999907,4864818.3568,"1","WAP121",-73
"34340",-7374.3125,4864845.5853,"0","WAP121",-79
"34341",-7377.1334999986,4864851.7605,"0","WAP121",-76
"34342",-7374.3125,4864845.5853,"0","WAP121",-77
"34343",-7332.10880000144,4864822.171,"1","WAP121",-70
"34344",-7321.12119686231,4864811.8989191,"1","WAP121",-70
"34345",-7318.34109999985,4864814.5325,"1","WAP121",-73
"34346",-7394.57782488316,4864836.92470566,"1","WAP121",-64
"34347",-7390.62060000002,4864836.0558,"1","WAP121",-55
"34348",-7377.0782699883,4864842.961439,"0","WAP121",-79
"34349",-7355.5022796765,4864846.02778785,"1","WAP121",-73
"34350",-7359.33109999821,4864837.2735,"1","WAP121",-58
"34351",-7353.72340000048,4864834.1625,"1","WAP121",-73
"34352",-7352.3487999998,4864837.9547,"1","WAP121",-64
"34353",-7353.46611248702,4864840.96177108,"1","WAP121",-70
"34354",-7346.87491831928,4864840.66321524,"1","WAP121",-73
"34355",-7349.54600000009,4864836.3998,"1","WAP121",-64
"34356",-7345.42330000177,4864829.5577,"1","WAP121",-67
"34357",-7337.71609999985,4864825.2817,"1","WAP121",-61
"34358",-7338.85799999908,4864825.9152,"1","WAP121",-73
"34359",-7309.84930000082,4864812.6953,"1","WAP121",-73
"34360",-7390.62060000002,4864836.0558,"1","WAP121",-58
"34361",-7394.57782488316,4864836.92470566,"1","WAP121",-67
"34362",-7360.497299999,4864837.9205,"1","WAP121",-55
"34363",-7359.33109999821,4864837.2735,"1","WAP121",-61
"34364",-7355.5022796765,4864846.02778785,"1","WAP121",-67
"34365",-7352.3487999998,4864837.9547,"1","WAP121",-67
"34366",-7352.52030000091,4864833.4948,"1","WAP121",-76
"34367",-7349.54600000009,4864836.3998,"1","WAP121",-70
"34368",-7353.46611248702,4864840.96177108,"1","WAP121",-79
"34369",-7337.71609999985,4864825.2817,"1","WAP121",-64
"34370",-7332.10880000144,4864822.171,"1","WAP121",-73
"34371",-7316.86719999835,4864813.7149,"1","WAP121",-76
"34372",-7303.79429582134,4864812.44148691,"1","WAP121",-79
"34373",-7394.57782488316,4864836.92470566,"1","WAP121",-70
"34374",-7359.19299999997,4864841.7518,"1","WAP121",-64
"34375",-7353.46611248702,4864840.96177108,"1","WAP121",-76
"34376",-7352.52030000091,4864833.4948,"1","WAP121",-73
"34377",-7349.54600000009,4864836.3998,"1","WAP121",-61
"34378",-7346.87491831928,4864840.66321524,"1","WAP121",-67
"34379",-7337.71609999985,4864825.2817,"1","WAP121",-67
"34380",-7345.42330000177,4864829.5577,"1","WAP121",-64
"34381",-7338.25903988257,4864821.40718421,"1","WAP121",-79
"34382",-7332.10880000144,4864822.171,"1","WAP121",-67
"34383",-7318.34109999985,4864814.5325,"1","WAP121",-76
"34384",-7359.33109999821,4864837.2735,"1","WAP121",-67
"34385",-7359.19299999997,4864841.7518,"1","WAP121",-67
"34386",-7352.52030000091,4864833.4948,"1","WAP121",-61
"34387",-7349.54600000009,4864836.3998,"1","WAP121",-67
"34388",-7345.42330000177,4864829.5577,"1","WAP121",-70
"34389",-7390.62060000002,4864836.0558,"1","WAP121",-67
"34390",-7346.87491831928,4864840.66321524,"1","WAP121",-76
"34391",-7325.23409999907,4864818.3568,"1","WAP121",-79
"34392",-7338.85799999908,4864825.9152,"1","WAP121",-61
"34393",-7330.78689999878,4864821.4373,"1","WAP121",-70
"34394",-7318.34109999985,4864814.5325,"1","WAP121",-70
"34395",-7324.08069999889,4864817.717,"1","WAP121",-79
"34396",-7394.57782488316,4864836.92470566,"1","WAP121",-73
"34397",-7353.46611248702,4864840.96177108,"1","WAP121",-73
"34398",-7336.29899999872,4864829.0504,"1","WAP121",-79
"34399",-7337.71609999985,4864825.2817,"1","WAP121",-76
"34400",-7390.73470000178,4864835.0351,"1","WAP121",-64
"34401",-7404.43620000035,4864808.8699,"1","WAP121",-77
"34402",-7390.62060000002,4864836.0558,"1","WAP121",-68
"34403",-7390.62060000002,4864836.0558,"1","WAP121",-70
"34404",-7390.62060000002,4864836.0558,"1","WAP121",-75
"34405",-7390.62060000002,4864836.0558,"1","WAP121",-69
"34406",-7374.34750000015,4864845.6047,"3","WAP122",-73
"34407",-7370.01060000062,4864847.7536,"3","WAP122",-79
"34408",-7373.05279999971,4864844.8865,"3","WAP122",-79
"34409",-7381.75470000133,4864845.7573,"3","WAP122",-79
"34410",-7374.34750000015,4864845.6047,"3","WAP122",-78
"34411",-7366.24240000173,4864841.108,"3","WAP122",-77
"34412",-7366.09589999914,4864845.5816,"3","WAP122",-77
"34413",-7377.09640000015,4864854.1539,"3","WAP122",-77
"34414",-7381.75470000133,4864845.7573,"3","WAP122",-75
"34415",-7372.80299999937,4864849.3027,"3","WAP122",-79
"34416",-7381.75470000133,4864845.7573,"3","WAP122",-78
"34417",-7372.80299999937,4864849.3027,"3","WAP122",-77
"34418",-7373.05279999971,4864844.8865,"3","WAP122",-78
"34419",-7377.09640000015,4864854.1539,"3","WAP122",-79
"34420",-7375.02870000154,4864855.4599,"3","WAP122",-79
"34421",-7372.80299999937,4864849.3027,"3","WAP122",-78
"34422",-7377.09640000015,4864854.1539,"3","WAP122",-76
"34423",-7370.01060000062,4864847.7536,"3","WAP122",-76
"34424",-7374.34750000015,4864845.6047,"3","WAP122",-76
"34425",-7391.93019238487,4864841.24064191,"1","WAP122",-70
"34426",-7391.93019238487,4864841.24064191,"1","WAP122",-76
"34427",-7390.18470000103,4864838.9191,"1","WAP122",-51
"34428",-7374.34750000015,4864845.6047,"1","WAP122",-47
"34429",-7374.89730000123,4864855.5392,"1","WAP122",-56
"34430",-7383.67020000145,4864842.1808,"1","WAP122",-58
"34431",-7381.68690000102,4864845.7553,"1","WAP122",-47
"34432",-7379.79940000176,4864849.1579,"1","WAP122",-43
"34433",-7376.31711665541,4864861.75610285,"1","WAP122",-67
"34434",-7376.63179999962,4864855.0897,"1","WAP122",-64
"34435",-7377.0782699883,4864842.961439,"1","WAP122",-67
"34436",-7376.31711665541,4864861.75610285,"1","WAP122",-68
"34437",-7363.98610457033,4864850.15056504,"1","WAP122",-72
"34438",-7366.03779999912,4864845.5494,"1","WAP122",-74
"34439",-7359.19299999997,4864841.7518,"1","WAP122",-75
"34440",-7372.80299999937,4864849.3027,"1","WAP122",-50
"34441",-7349.54600000009,4864836.3998,"1","WAP122",-77
"34442",-7338.85799999908,4864825.9152,"1","WAP122",-78
